post_id,batch,view_completeness,cta_confidence,caption,first_line,first_line_chars,first_line_type,pre_seemore_chars,pre_seemore_hook_complete,word_count,sentence_count,paragraph_count,avg_sentence_words,reading_grade,has_bullets,bullet_count,has_emojis,emoji_count,has_bold_or_caps_emphasis,value_prop_line,value_prop_in_first_3_sentences,industry_keywords,tone,pov,offer_type,cta_placement,cta_type_caption,cta_verb,has_question_prompt,hashtag_count,hashtags,hashtag_style,at_mentions,urls_in_caption,media_type,primary_visual,image_subject,person_present,face_visible,number_of_people,object_of_focus,background_type,background_dominant_colour,foreground_dominant_colour,palette,contrast_level,texture,text_on_image,headline_on_image,headline_style,headline_chars,subheadline_on_image,image_cta_text,brand_marks,brand_placement,graphic_style,notable_element,campaign,angle,linkedin_post_id,posted_date,match_score,match_method,match_impressions
SS048,batch11,full,verified,"Last minute deadlines, missing documents and manually creating proposal templates is slowing down the grants funding process. GrantsNow solves this with structured proposal templates, required fields and automated prompts so submissions are completed before they reach your office. Get in touch: https://lnkd.in/dU2Brsef

#ResearchAdmin #GrantPreparation #UniversityResearch #PreAward #GrantsNow","Last minute deadlines, missing documents and manually creating proposal templates is slowing down the grants funding process. GrantsNow solves this with structured proposal templates, required fields and automated prompts so submissions are completed before they reach your office. Get in touch: https://lnkd.in/dU2Brsef",320,story_open,210,no,41,3,2,13.7,11.6,no,0,no,0,no,"GrantsNow solves this with structured proposal templates, required fields and automated prompts so submissions are completed before they reach your office.",yes,"last minute deadlines, missing documents, proposal templates, required fields, automated prompts, research admin, grant preparation, pre-award",authoritative,brand-and-you (mixed),demo,end,contact,Get in touch,no,5,"#ResearchAdmin, #GrantPreparation, #UniversityResearch, #PreAward, #GrantsNow",brand + niche,,https://lnkd.in/dU2Brsef,image,photo + all-caps typography with yellow highlighter,"hand on tablet with document icons overlay, dark teal tint",partial (hand only),no,1,the all-caps 'CHASING RESEARCHERS FOR MISSING DOCUMENTS?' hook + response pill,photographic,dark teal-tinted tech photo,white all-caps type + yellow highlighter on 'MISSING' + teal pill,brand-teal + accent-yellow + photographic,high,photo with heavy overlay,yes,STILL CHASING RESEARCHERS FOR MISSING DOCUMENTS?,all-caps bold with yellow highlighter on 'MISSING',48,GrantsNow solves exactly this problem!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with all-caps hook and yellow highlighter accent,sixth all-caps headline + yellow highlighter on a single word (like SS026 SS027 SS031 SS043) + question-plus-response pill pairing,demo - proposal templates,pain_point + product_capability,7413915945481428992,2026-01-05,1.0,prefix (290 chars),128.0
SS049,batch11,top-cropped,unknown,"Merry Christmas from the GrantsNow team! Sending our best wishes to our partners across higher education and everyone has supported us this year 🎄🎁❄️👨‍💼

#preawards #grantsmanagement #grantsnow #postawards",Merry Christmas from the GrantsNow team! Sending our best wishes to our partners across higher education and everyone has supported us this year 🎄🎁❄️👨‍💼,152,statement,205,yes,24,2,2,12.0,8.4,no,0,yes,5,no,n/a - seasonal greeting post,,"christmas, higher education, partners",conversational,brand-third-person,seasonal,none in caption,none,,no,4,"#preawards, #grantsmanagement, #grantsnow, #postawards",brand + niche - all lowercase,,,image,seasonal photo with typography,snowy holly leaves and red berries with 'Merry Christmas' typography,no,no,0,the Merry Christmas serif greeting,photographic,dark green holly with white snow,white serif type + white script type,natural-seasonal (dark green + white + red),high,photo realistic with snow overlay,yes,Merry Christmas,serif italic large + script sub,15,From the GrantsNow Team,,GrantsNow team signature in script,centred in headline,editorial holiday card - completely off-template,"first and only seasonal / holiday post in the set + first with emojis in the caption (four decorative emojis) + first serif italic type + no offer, no CTA",seasonal - Christmas greeting,community_celebration,7409925909564264448,2025-12-25,1.0,prefix (143 chars),290.0
SS050,batch11,full,verified,"Is your university struggling with inefficiencies in pre-award processes that delay submissions?

GrantsNow can help streamline your workflows by centralising tasks like proposal submissions, compliance tracking, and budgeting. By automating these key elements, you will reduce processing time, eliminate errors, and ensure smoother collaboration between departments. This not only boosts efficiency but also increases your chances of securing more funding with less manual work involved.

#GrantsNow #PreAwardExcellence #HigherEfficiency",Is your university struggling with inefficiencies in pre-award processes that delay submissions?,96,question,210,yes,65,4,3,16.2,14.1,no,0,no,0,no,"GrantsNow streamlines workflows by centralising tasks like proposal submissions, compliance tracking, and budgeting.",yes,"university, pre-award inefficiencies, workflows, proposal submissions, compliance tracking, budgeting, ERP integration",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,yes,3,"#GrantsNow, #PreAwardExcellence, #HigherEfficiency",brand + broad - light (3 tags),,,image,photo + typography with response pill,"smiling businessman at laptop, professional casual",yes,yes,1,the ERP question + 'When GrantsNow does it for you' response pill,photographic,dark teal-tinted office with warm accent,white type + white response pill,brand-teal + white + photographic,high,photo realistic with overlay,yes,Why should you get an entire team to integrate your Pre-Award platform with your ERP?,mixed-weight bold,85,When GrantsNow does it for you,,GrantsNow check-mark logo TR (unusual placement - only post with just the check mark),TR check-mark only,photo hero with question and response pill - fourth ERP/18-month variant,"fourth ERP/integration campaign variant (SS017, SS043, SS044, SS050) + only post with just the check-mark logo (no full GrantsNow wordmark visible) + 3 hashtags (very light)",brand awareness - ERP integration,pain_point + product_capability,7408838760735338496,2025-12-22,1.0,prefix (400 chars),103.0
SS051,batch11,full,verified,"Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.

#ResearchFunding #PreAwards #ResearchManagement #GrantsNow","Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.",165,statement,210,yes,24,2,2,12.0,8.8,no,0,no,0,no,"With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.",yes,"pre-awards system, configure, forms, fields, hierarchies, approval workflows, developers",conversational,brand-and-you (mixed),demo,none in caption,none,Switch,no,4,"#ResearchFunding, #PreAwards, #ResearchManagement, #GrantsNow",brand + niche,,,image,typography on dark gradient with seasonal snowflakes,dark teal background with subtle snowflake motif and headline claim,no,no,0,the 'in minutes not months' claim + Switch pill,gradient,dark teal with subtle snowflakes,white type + teal accent italics,brand-teal + white + seasonal-snow,high,flat gradient with snowflake overlay,yes,"Configure forms, fields, hierarchies & approvals in minutes not months","mixed-weight bold with teal italic accent on 'forms, fields, hierarchies & approvals'",69,Switch to GrantsNow,,GrantsNow logo top-centre,top-centre,typography-only dark poster with snowflake seasonal motif,"seasonal snowflake motif on a product poster (winter campaign, not Christmas message) + teal italic accent inside the headline + no photo, no footer strip",demo - configurable Pre-Awards,product_capability,7451951574739886080,2026-04-20,1.0,prefix (160 chars),141.0
SS052,batch11,full,verified,"Managing integrations, reports, and configurations in-house can drain valuable time and resources. With GrantsNow, you don't have to. Our team of 250+ consultants ensures seamless integration and customisation, so you can focus on what truly matters.

#HigherEdTech #GrantsNow #GrantManagement #Automation #Efficiency #SeamlessIntegration","Managing integrations, reports, and configurations in-house can drain valuable time and resources. With GrantsNow, you don't have to. Our team of 250+ consultants ensures seamless integration and customisation, so you can focus on what truly matters.",250,statement,210,no,36,3,2,12.0,10.3,no,0,no,0,no,Our team of 250+ consultants ensures seamless integration and customisation so you can focus on what truly matters.,yes,"integrations, reports, configurations, 250+ consultants, seamless integration, customisation, higher ed tech, automation",conversational,brand-and-you (mixed),demo,none in caption,none,,no,6,"#HigherEdTech, #GrantsNow, #GrantManagement, #Automation, #Efficiency, #SeamlessIntegration",brand + niche,,,image,typography on dark gradient with seasonal snowflakes,dark teal background with subtle snowflakes and IT-team question,no,no,0,the IT-team question with 'burdened' italic accent + sub-claim,gradient,dark teal with subtle snowflakes,white type + teal italic accent on 'burdened',brand-teal + white + seasonal-snow,high,flat gradient with snowflake overlay,yes,"Is your IT team burdened with integrations, reports and configurations",mixed-weight bold with teal italic accent on 'burdened',74,A Fully configurable & seamless Pre-Award solution integrated with your ERP,,GrantsNow logo top-centre,top-centre,typography-only dark poster with snowflake seasonal motif,"SAME CAPTION AS SS030 but the creative is completely different - SS030 was a photo of six people in a meeting, SS052 is a snowflake typography poster. Same message, two very different visual worlds. This is the strongest signal in the set for testing whether the visual template alone changes performance when everything textual is held constant.",demo - IT team burden,pain_point + product_capability,7434243645479903232,2026-03-02,1.0,prefix (242 chars),151.0
SS053,batch11,full,verified,"Many solutions claim to be SaaS, but few actually are. A TRUE SaaS platform has a single codebase, instant updates, and scalable configurations. Read the blog to know more: https://lnkd.in/eqK3_-vN

#grantsnow #preawards #research #grantsmanagement #armauk #SaaS","Many solutions claim to be SaaS, but few actually are. A TRUE SaaS platform has a single codebase, instant updates, and scalable configurations. Read the blog to know more: https://lnkd.in/eqK3_-vN",197,statement,210,yes,29,3,2,9.7,6.5,no,0,no,0,no,"A TRUE SaaS platform has a single codebase, instant updates, and scalable configurations.",yes,"SaaS, True SaaS, single codebase, instant updates, scalable configurations, pre-awards, research management, ARMA UK, save 35% budget, increase grants funding by 25%",authoritative,brand-third-person,blog,end,read,Read,no,6,"#grantsnow, #preawards, #research, #grantsmanagement, #armauk, #SaaS",brand + niche - all lowercase,,https://lnkd.in/eqK3_-vN,image,typography on dark navy with sticky-note pills,dark navy background with dotted pattern + question headline + two teal sticky-note pills with stats,no,no,0,"the question headline + two sticky-note stats (Save 35% Budget, Increase Grants Funding by 25%)",solid,dark navy with dotted pattern,white type + teal sticky pills + white CTA pill,brand-teal + navy + white,high,flat with dotted pattern,yes,IS your platform TRUE SaaS or just older tech hosted on cloud,mixed-weight bold,60,Save 35% Budget + Increase Grants Funding by 25%,Futureproof your university today,GrantsNow logo top-centre + Futureproof CTA pill,top-centre + centred CTA pill,typography poster with sticky-note stat pills,"SAME CAPTION AS SS026, SS027, SS031 (True SaaS blog cluster) but the visual is a dark navy typography poster with sticky-note stat pills - fourth visual variant of the same blog. Combined with SS027/SS031 (photo variants) and SS026 (photo with 2 women), this is the biggest visual A/B/C/D pool for one blog piece.",blog - True SaaS,thought_leadership,7439332180469862400,2026-03-16,1.0,prefix (166 chars),228.0
SS054,batch11,full,unknown,"GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase funding success through automation and smart integrations. Find out how: https://lnkd.in/dU2Brsef

#GrantsNow #ResearchFunding #GrantsManagement #PreAwards #HigherEducation #FundingSuccess #ResearchInnovation","GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase funding success through automation and smart integrations. Find out how: https://lnkd.in/dU2Brsef",214,statement,210,no,24,2,2,12.0,13.7,no,0,no,0,no,"GrantsNow empowers research offices to identify opportunities faster, streamline submissions, and increase funding success through automation and integrations.",yes,"research offices, funding opportunities, submissions, automation, integrations, higher education, funding success, research innovation",authoritative,brand-third-person,demo,end,contact,Find out,no,7,"#GrantsNow, #ResearchFunding, #GrantsManagement, #PreAwards, #HigherEducation, #FundingSuccess, #ResearchInnovation",brand + broad - very heavy (7 tags),,https://lnkd.in/dU2Brsef,image,typography on dark solid,dark teal solid with headline claim and sub,no,no,0,the solution claim + sub about Pre-Award integration,solid,dark teal,white type + teal italic accent on 'solution',brand-teal + white,high,flat solid,yes,The solution for maximising Grants funding opportunities,mixed-weight bold with teal italic accent on 'solution',55,A Fully configurable & seamless Pre-Award solution integrated with your ERP,,GrantsNow logo bottom-centre,bottom-centre,typography-only dark poster,SAME CAPTION AS SS018 (which was a bright photo of a businessman with team) but this is a dark typography-only poster - clean visual A/B,demo - funding success,product_capability,7453065189752557568,2026-04-23,1.0,prefix (185 chars),139.0
SS055,batch11,bottom-cropped,inferred,"Imagine freeing up 35% of your team's time to work on only the most important tasks - that's what GrantsNow can do by automating manual, repetitive tasks that bog down the grant submission process.

With more time available, your team can increase the number of funding applications they submit by over a third, leading to significantly more grant approvals and funding. More submissions mean more opportunities for research growth, and GrantsNow makes it happen efficiently.

#GrantsNow #TimeSavings #MoreSubmissions #grantsmanagement #educationtrends","Imagine freeing up 35% of your team's time to work on only the most important tasks - that's what GrantsNow can do by automating manual, repetitive tasks that bog down the grant submission process.",197,stat_or_number,210,yes,75,3,3,25.0,13.4,no,0,no,0,no,"GrantsNow can free up 35% of your team's time by automating manual, repetitive tasks that bog down the grant submission process.",yes,"35% time savings, funding applications, grant approvals, grant submission process, automation, time savings, more submissions, education trends",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,no,5,"#GrantsNow, #TimeSavings, #MoreSubmissions, #grantsmanagement, #educationtrends",brand + niche - mixed case,,,image,photo + typography with teal circle accent,"hand pointing at a wrist watch on another wrist, dark teal-tinted photo",yes (hands only),no,2,the wristwatch with teal circle drawn around it + 35% claim,photographic,dark teal-tinted photo,white type + teal accent on '35%' + teal circle around watch,brand-teal + white + photographic,high,photo realistic with darkened tint,yes,How does freeing up 35% more time for Grants Submissions sound,mixed-weight bold with teal accent on '35%',62,,,GrantsNow logo top-centre,top-centre,photo hero with wrist-watch time metaphor and hand-drawn teal circle accent,first watch/time visual metaphor + hand-drawn teal circle as accent (new device) + 35% stat (SS053 also used 35%) + 'Imagine freeing up X%' opener (like SS033's 'Imagine being able to'),brand awareness - time savings,product_capability,7404844937848037376,2025-12-11,1.0,prefix (400 chars),346.0
SS056,batch11,full,verified,"Looking for a single cloud platform to manage BOTH Pre & Post Awards, including Ethics & Contracts? GrantsNow delivers it all-fully integrated, highly configurable, and built on modern Oracle Cloud technology!

Get in touch: https://lnkd.in/dU2Brsef

#grantsnow #grantsmanagement #preawards #postwards #cloud #SaaS","Looking for a single cloud platform to manage BOTH Pre & Post Awards, including Ethics & Contracts? GrantsNow delivers it all-fully integrated, highly configurable, and built on modern Oracle Cloud technology!",209,statement,210,yes,34,3,3,11.3,9.1,no,0,no,0,no,"GrantsNow delivers it all - fully integrated, highly configurable, and built on modern Oracle Cloud technology.",yes,"single cloud platform, Pre & Post Awards, Ethics & Contracts, Oracle Cloud, SaaS, grants management",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,yes,6,"#grantsnow, #grantsmanagement, #preawards, #postwards, #cloud, #SaaS",brand + niche - all lowercase (has typo #postwards),,https://lnkd.in/dU2Brsef,image,portrait photo + testimonial speech card,"smiling man at laptop, professional casual",yes,yes (smiling),1,the testimonial speech card + 'GrantsNow has it all!' pill,photographic,dark teal-tinted office,cream speech card + teal accent + gold status pill,brand-teal + gold + cream + photographic,high,photo realistic with overlay,yes,"Thanks to GrantsNow, I have a single cloud platform to manage both Pre & Post Awards including ethics and contracts",first-person testimonial in quote marks,115,GrantsNow has it all!,,GrantsNow logo TL,TL only,portrait-plus-speech-card - first testimonial in the set,FIRST TESTIMONIAL-STYLE POST (first-person quote from a smiling user) + typo in hashtag #postwards missing an 'a' + no HM Government badge + em-dash in caption 'delivers it all-fully',demo - single cloud platform,product_capability + community_celebration,7404490840879869953,2025-12-10,1.0,prefix (213 chars),74.0
SS057,batch12,full,verified,"GrantsNow is empowering research teams to work smarter, not harder. Discover why UK institutions are opting for a platform designed for outcomes, not workarounds. Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #PreAwardSoftware #ResearchManagement #HigherEdTech #TrueSaaS #UKUniversities","GrantsNow is empowering research teams to work smarter, not harder. Discover why UK institutions are opting for a platform designed for outcomes, not workarounds. Get in touch: https://lnkd.in/dU2Brsef",201,statement,210,yes,27,3,2,9.0,8.5,no,0,no,0,no,"GrantsNow is a platform designed for outcomes, not workarounds - 25% funding lift, 35% cost saved, fastest-growing True SaaS in the UK.",yes,"research teams, UK institutions, pre-award software, higher ed tech, True SaaS, 25% funding, 35% cost saved",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,no,6,"#GrantsNow, #PreAwardSoftware, #ResearchManagement, #HigherEdTech, #TrueSaaS, #UKUniversities",brand + niche,,https://lnkd.in/dU2Brsef,image,photo (B&W portrait) + typography with scattered stat cards,smiling black-and-white portrait of a man with crossed arms surrounded by three stat cards,yes,yes,1,"the smiling portrait + three scattered stat cards (25% funding, 35% cost, fastest-growing)",solid,dark teal with subtle wave pattern,large teal all-caps + white stat cards + cartoon '!!!' + Visit pill,brand-teal + white + black-and-white portrait,high,flat solid with B&W portrait cut-out and flat cards,yes,NEED MORE FUNDING FOR YOUR UNIVERSITY?,large teal all-caps sans-serif,39,25% Increase in Grants Funding opportunities | 35% Cost saved when implementing GrantsNow | Fastest Growing True SaaS cloud Pre-Award platform in the UK,Visit GrantsNow.co.uk,GrantsNow logo (implicit in Visit pill) - no HM Government badge,distributed on the cards,editorial cut-out portrait with scattered stat cards - youthful magazine feel,"SAME CAPTION AS SS032 but visually the opposite - SS032 was architectural photo with a 3-column question card, SS057 is a portrait cut-out with scattered stat cards. Direct visual A/B on the same words. Also uses same three stats (25%, 35%, fastest-growing) as SS032 sub-list.",demo - GrantsNow Treatment,product_capability,7433156492133896193,2026-02-27,1.0,prefix (171 chars),148.0
SS058,batch12,full,verified,"Searching for the next generation in pre-awards software? GrantsNow is here, making pre and post-award administration faster, automated and easily integrated.

#GrantsNow #PreAwardSoftware #PostAwardManagement #ResearchGrants #HigherEdTech #UKUniversities #SmartFunding #FutureReady","Searching for the next generation in pre-awards software? GrantsNow is here, making pre and post-award administration faster, automated and easily integrated.",158,statement,210,yes,21,2,2,10.5,12.0,no,0,no,0,no,"GrantsNow is here, making pre and post-award administration faster, automated and easily integrated.",yes,"next generation, pre-awards software, post-award management, automation, integration, higher ed tech, smart funding, future ready",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,yes,8,"#GrantsNow, #PreAwardSoftware, #PostAwardManagement, #ResearchGrants, #HigherEdTech, #UKUniversities, #SmartFunding, #FutureReady",brand + broad + niche - very heavy (8 tags),,,image,photo (space astronaut) with expanded typography,astronaut in white spacesuit reaching outward with earth curve visible in background,yes (astronaut),no (helmet),1,the DON'T GET LOST hook + astronaut + 25%+ claim,photographic,black space + blue earth curve,white all-caps type + teal accent + green check,black + brand-teal + white + photographic,very high,photo realistic with cosmic backdrop,yes,DONT GET LOST,all-caps bold (no apostrophe in this variant),13,Searching for an advanced Pre-Awards Platform.... Increase funding opportunities by 25%+ with GrantsNow,,GrantsNow check-mark BR (no HM Government badge),BR check-mark only,cinematic space photo with punchy short hook and expanded on-image copy,"near-duplicate of SS028 but with two textual changes: (1) apostrophe missing from 'DONT' in this creative, (2) caption slightly softened ('automated and easily integrated' vs 'more automated and better integrated'). Caption is NOT byte-identical to SS028 so does not count as a hard duplicate; treat as a refinement.",brand awareness - next generation,product_capability + thought_leadership,7403757773408292864,2025-12-08,1.0,prefix (154 chars),91.0
SS059,batch12,full,unknown,"💡 Many schools miss out on valuable grants, not because they're not eligible, but because they don't have the tools or time to find and manage them.

With GrantsNow, your team can:
• Easily discover local, regional, and federal funding opportunities
• Collaborate in one place with clear workflows
• Track deadlines and submissions with ease

#EducationGrants #K12Solutions #FundingSuccess #EdLeaders","💡 Many schools miss out on valuable grants, not because they're not eligible, but because they don't have the tools or time to find and manage them.",148,statement,210,yes,56,2,3,28.0,13.3,yes,3,no,0,no,"With GrantsNow, your team can easily discover local, regional, and federal funding opportunities, collaborate in one place, and track deadlines.",yes,"K12, schools, local regional federal funding, education grants, workflows, deadlines, ed leaders",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,no,4,"#EducationGrants, #K12Solutions, #FundingSuccess, #EdLeaders",US K-12 audience (first non-UK targeting),,,image,photo + massive typography with lock icon,"man with beard and glasses at laptop, teal background, large caps type framing him",yes,yes,1,the massive 'GRANTS FUNDING' letters + 'UNLOCK MORE' pill with lock icon,photographic,dark teal-tinted photo,white all-caps type + teal script accent + gold lock icon,brand-teal + gold + photographic,high,photo with heavy overlay + flat type,yes,GRANTS UNLOCK MORE FUNDING,very large all-caps sans-serif with lock icon in inline pill,26,WITH LESS COST,,GrantsNow logo top-centre,top-centre,typography-hero with portrait framed inside the letters + lock icon and script accent,FIRST US K-12 schools audience targeting in the whole set (rest is UK higher ed) + first emoji lightbulb 💡 at the very start of a caption + first padlock icon + first handwritten script accent 'WITH LESS COST' - completely new visual and audience combination,brand awareness - K-12 schools US market,product_capability,7402361080334733313,2025-12-04,1.0,prefix (325 chars),189.0
SS060,batch12,full,verified,"Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks so your staff can focus more on delivering impactful research, not admin.

#ResearchFunding #PreAwards #PostAwards #ResearchManagement #GrantsNow","Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks so your staff can focus more on delivering impactful research, not admin.",192,statement,210,yes,31,2,2,15.5,9.1,no,0,no,0,no,"GrantsNow streamlines key Pre and Post Award tasks so staff can focus on impactful research, not admin.",yes,"research teams, pre-award, post-award, admin, research funding, research management",authoritative,brand-third-person,brand awareness,none in caption,none,,no,5,"#ResearchFunding, #PreAwards, #PostAwards, #ResearchManagement, #GrantsNow",brand + niche,,,image,photo + teal card overlay,hands typing on keyboard with plants in background + teal card centred,partial (hands only),no,1,the all-caps 'DO MORE IN LESS TIME' headline,photographic,muted green-grey desk photo,teal card + cream border + white all-caps type,brand-teal + cream + photographic,high,photo realistic with subtle overlay,yes,DO MORE IN LESS TIME.,all-caps bold,21,Streamline Pre and Post-Award instantly with GrantsNow,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with short all-caps hook,"IDENTICAL CAPTION, HEADLINE, URL AND VISUAL AS SS020. Sixth byte-identical duplicate in the set (after SS013/SS036, SS017/SS044, SS022/SS040, SS023/SS041).",brand awareness - streamline Pre and Post-Award,product_capability,7452340405129351169,2026-04-21,1.0,prefix (188 chars),138.0
SS061,batch12,full,verified,"Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.

#ResearchFunding #PreAwards #ResearchManagement #GrantsNow","Make your Pre Awards system work your way. With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.",165,statement,210,yes,24,2,2,12.0,8.8,no,0,no,0,no,"With GrantsNow, you can quickly configure forms, fields, hierarchies and approval workflows without waiting on developers.",yes,"pre-awards system, configure, forms, fields, hierarchies, approval workflows, developers",conversational,brand-and-you (mixed),demo,none in caption,none,Switch,no,4,"#ResearchFunding, #PreAwards, #ResearchManagement, #GrantsNow",brand + niche,,,image,photo + all-caps typography with response pill,"office scene with people silhouetted in background, dark teal overlay",yes (silhouettes),no,2,the all-caps 'IN MINUTES. NOT MONTHS!' hook + Switch pill,photographic,dark teal-tinted office silhouettes,white all-caps type inside a bordered card + teal pill,brand-teal + white + photographic,high,photo with heavy overlay,yes,"CONFIGURE FORMS, FIELDS, HIERARCHIES AND APPROVALS IN MINUTES. NOT MONTHS!",all-caps bold with 'NOT MONTHS!' enlarged as punchline,74,Switch to GrantsNow,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,"photo hero with all-caps hook - SS051 was snowflake typography, SS061 is photo overlay","SAME CAPTION AS SS051 but the creative is completely different - SS051 was a snowflake typography poster, SS061 is an office silhouette photo hero. Another visual A/B pair on the same words.",demo - configurable Pre-Awards,product_capability,7451951574739886080,2026-04-20,1.0,prefix (160 chars),141.0
SS062,batch13,bottom-cropped,inferred,"ERP integrations should not take 18 months. GrantsNow delivers faster, seamless connectivity so your team can focus on winning more funding, not waiting on integrations.

#GrantsNow #PreAwards #ERPIntegration #ResearchFunding #HigherEducation","ERP integrations should not take 18 months. GrantsNow delivers faster, seamless connectivity so your team can focus on winning more funding, not waiting on integrations.",169,statement,210,yes,25,2,2,12.5,10.2,no,0,no,0,no,"GrantsNow delivers faster, seamless connectivity so your team can focus on winning more funding, not waiting on integrations.",yes,"ERP integrations, 18 months, seamless connectivity, winning funding, pre-awards, higher education",authoritative,brand-third-person,demo,none in caption,none,,no,5,"#GrantsNow, #PreAwards, #ERPIntegration, #ResearchFunding, #HigherEducation",brand + niche,,,image,portrait photo + typography with inner speech bubble,"frustrated businessman with head resting on hand, office in background",yes,yes (expressive),1,the frustrated portrait + '18 months' highlight + inner monologue speech bubble,photographic,dark teal-tinted office,white type + yellow highlighter on '18 months' + cream speech-bubble,brand-teal + accent-yellow + photographic,high,photo realistic with overlay,yes,Should it really take 18 months to build the ERP integrations to my Pre-Awards Platform?,mixed-weight bold with yellow highlighter on '18 months',89,Wish I'd known about GrantsNow sooner,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,character-driven portrait with inner monologue speech bubble,"IDENTICAL CAPTION, HEADLINE, URL AND VISUAL AS SS043. Seventh byte-identical duplicate in the set. The '18 months integration' theme now has SS017, SS043, SS044, SS062 - four rows, three unique creatives (MotoGP twice + frustrated exec twice).",demo - ERP integration speed,pain_point + product_capability,7419016802879381504,2026-01-19,1.0,prefix (165 chars),124.0
SS063,batch13,full,verified,"Budgets are tight and research teams need tools that deliver real value. GrantsNow gives universities an affordable way to manage Pre-Awards work without the complexity. If you are looking for a smarter, budget friendly option, we can help.

#GrantsNow #ResearchFunding #HigherEducation #PreAwards #GrantsManagement #UniversityResearch","Budgets are tight and research teams need tools that deliver real value. GrantsNow gives universities an affordable way to manage Pre-Awards work without the complexity. If you are looking for a smarter, budget friendly option, we can help.",240,statement,210,no,38,3,2,12.7,8.2,no,0,no,0,no,GrantsNow gives universities an affordable way to manage Pre-Awards work without the complexity.,yes,"budgets, research teams, real value, affordable, budget friendly, universities, pre-awards, university research",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,no,6,"#GrantsNow, #ResearchFunding, #HigherEducation, #PreAwards, #GrantsManagement, #UniversityResearch",brand + niche,,,image,photo + quote-style typography with response pill,"person at laptop in background, dark teal overlay + quote-mark all-caps card",yes (background),no,1,the quote-style headline + 'We've got you covered!' response pill,photographic,dark teal-tinted office,white all-caps quote + gold quotation marks + teal 'covered' pill,brand-teal + gold + photographic,high,photo with heavy overlay,yes,"""IN THESE TIMES OF CHALLENGING BUDGETS, WE NEED AN AFFORDABLE PRE-AWARDS SOLUTION""",all-caps bold inside gold quotation marks,82,We've got you covered!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with quote-mark treatment - implied testimonial from a decision maker,first quote-mark treatment on the headline (with gold opening/closing quotes) + 'affordable' / 'budget friendly' positioning - only post explicitly leading with price + eighth all-caps headline,brand awareness - affordable pre-awards,pain_point + product_capability,7396529450240192512,2025-11-18,1.0,prefix (235 chars),103.0
